,,,,,
230371196,02/06/2023 05:23:59 PM,"N 20TH ST / W KEEFE AV,MKE",5,ROBBERY ARMED,Service in Progress
230371195,02/06/2023 05:23:45 PM,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
230371190,02/06/2023 05:23:24 PM,"437 S 71ST ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
230371193,02/06/2023 05:22:50 PM,1750 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371193,02/06/2023 05:22:50 PM,1750 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371191,02/06/2023 05:22:49 PM,"1910 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371136,02/06/2023 05:22:40 PM,"740 E LINUS ST,MKE",6,PROPERTY DAMAGE,Service in Progress
230371189,02/06/2023 05:22:22 PM,"N 56TH ST / W CLARKE ST,MKE",3,TRAFFIC STOP,Service in Progress
230371187,02/06/2023 05:22:03 PM,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
230371176,02/06/2023 05:21:00 PM,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Service in Progress
230371097,02/06/2023 05:19:41 PM,"7325 W OKLAHOMA AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant
230371178,02/06/2023 05:18:51 PM,"4142 W LISBON AV,MKE",3,BATTERY,Advised/Referral
230371182,02/06/2023 05:18:31 PM,"1600 W OKLAHOMA AV,MKE",6,ACC PDO,Service in Progress
230371170,02/06/2023 05:15:57 PM,"310 W WISCONSIN AV,MKE",1,THEFT VEHICLE,Service in Progress
230370754,02/06/2023 05:14:53 PM,"2350 N LAKE DR,MKE",1,BATTERY,To be Filed
230371183,02/06/2023 05:14:49 PM,"245 W LINCOLN AV,MKE",2,INVESTIGATION,Service in Progress
230371181,02/06/2023 05:13:54 PM,"1810 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371180,02/06/2023 05:12:57 PM,"1123 N VAN BUREN ST,MKE",1,SPECIAL ASSIGN,Service in Progress
230371179,02/06/2023 05:12:42 PM,"1659 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371168,02/06/2023 05:10:54 PM,"4474 N 21ST ST,MKE",5,INJ PERSON/SICK,Service in Progress
230371177,02/06/2023 05:10:18 PM,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
230371175,02/06/2023 05:06:45 PM,"1969 W KEEFE AV,MKE",5,SHOTSPOTTER,To be Filed
230371174,02/06/2023 05:05:42 PM,"1751 W FOREST HOME AV,MKE",2,SHOOTING,Service in Progress
230371172,02/06/2023 05:04:18 PM,"2634 W BURNHAM ST,MKE",2,TRAFFIC STOP,Advised
230371171,02/06/2023 05:04:05 PM,"8278 N 107TH ST,MKE",4,TRAFFIC STOP,Advised
230370978,02/06/2023 05:03:32 PM,"2211 N PROSPECT AV,MKE",1,TRBL W/SUBJ,Advised
230371166,02/06/2023 05:03:11 PM,"5929 N 70TH ST,MKE",4,WELFARE CITIZEN,Advised
230371088,02/06/2023 05:02:03 PM,"1609 E NORTH AV,MKE",1,TRBL W/SUBJ,Advised
230371096,02/06/2023 04:59:22 PM,"2308 W NASH ST,MKE",5,THREAT,Unable to Locate Complainant
230371160,02/06/2023 04:58:53 PM,"6239 N TEUTONIA AV,MKE",4,WELFARE CITIZEN,Service in Progress
230371161,02/06/2023 04:57:22 PM,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
230371131,02/06/2023 04:56:12 PM,"6331 S 13TH ST,MKE",6,TRBL W/SUBJ,Service in Progress
230371122,02/06/2023 04:55:07 PM,"140 S 1ST ST,MKE",1,ENTRY TO AUTO,To be Filed
230371146,02/06/2023 04:54:44 PM,"4970 N 58TH ST,MKE",7,BATTERY DV,Service in Progress
230371157,02/06/2023 04:54:19 PM,"6929 W SILVER SPRING DR,MKE",4,INVESTIGATION,Assignment Completed
230371154,02/06/2023 04:52:52 PM,"4670 N 52ND ST,MKE",7,PROBATION/PAROLE,Open Investigation
230371151,02/06/2023 04:51:46 PM,"N 15TH ST / W CENTER ST,MKE",3,INVESTIGATION,Assignment Completed
230371150,02/06/2023 04:51:32 PM,"N 39TH ST / W VILLARD AV,MKE",7,INVESTIGATION,Assignment Completed
230371148,02/06/2023 04:51:09 PM,"2500 N BARTLETT AV,MKE",1,THEFT,To be Filed
230371115,02/06/2023 04:50:50 PM,"5538 N 40TH ST,MKE",4,CALL FOR POLICE,Advised
230371147,02/06/2023 04:50:47 PM,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Service in Progress
230371143,02/06/2023 04:49:51 PM,"1869 N CAMBRIDGE AV,MKE",1,BATTERY,Advised/Referral
230371123,02/06/2023 04:49:30 PM,"N 35TH ST / W WISCONSIN AV,MKE",3,ACC PDO,To be Filed
230371141,02/06/2023 04:49:30 PM,"3503 N 14TH ST,MKE",5,MEET GOVT AGENCY,Service in Progress
230371144,02/06/2023 04:49:20 PM,"2920 N VEL R PHILLIPS AV,MKE",5,INVESTIGATION,Service in Progress
230371085,02/06/2023 04:49:03 PM,"4436 N 27TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
230371139,02/06/2023 04:48:09 PM,"1663 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371137,02/06/2023 04:48:03 PM,"3959 N 19TH ST,MKE",5,BATTERY,Unable to Locate Complainant
230371135,02/06/2023 04:46:35 PM,1900 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371135,02/06/2023 04:46:35 PM,1900 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
,,,,,
230371246,02/06/2023 05:44:36 PM,"N 39TH ST / W VILLARD AV,MKE",7,INVESTIGATION,Service in Progress
230371244,02/06/2023 05:44:16 PM,"3355 S 27TH ST,MKE",6,FOLLOW UP,Open Investigation
230371243,02/06/2023 05:44:15 PM,"2355 N 35TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress
230371217,02/06/2023 05:44:10 PM,"622 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant
230371140,02/06/2023 05:43:48 PM,"219 N MILWAUKEE ST,MKE",1,ENTRY TO AUTO,Service in Progress
230371226,02/06/2023 05:43:27 PM,"E JUNEAU AV / N JACKSON ST,MKE",1,WELFARE CITIZEN,Advised
230371206,02/06/2023 05:41:37 PM,"W LISBON AV / N 47TH ST,MKE",3,TRAFFIC HAZARD,Service in Progress
230371239,02/06/2023 05:41:33 PM,"3626 W FOND DU LAC AV,MKE",7,PRISONER TRANS,Service in Progress
230371235,02/06/2023 05:39:27 PM,"4175 N 56TH ST,MKE",7,RECOVERED VEH,To be Filed
230371234,02/06/2023 05:39:04 PM,"2920 N VEL R PHILLIPS AV,MKE",5,INVESTIGATION,Service in Progress
230371232,02/06/2023 05:38:30 PM,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
230371231,02/06/2023 05:37:51 PM,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
230371230,02/06/2023 05:37:44 PM,1812 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371230,02/06/2023 05:37:44 PM,1812 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371219,02/06/2023 05:36:23 PM,"4441 N 37TH ST,MKE",7,ENTRY,Advised/Referral
230371224,02/06/2023 05:35:15 PM,"245 E HAMPTON AV,MKE",5,BUSINESS CHECK,Service in Progress
230371218,02/06/2023 05:34:43 PM,"2176 N 36TH ST,MKE",3,SHOOTING,Service in Progress
230371223,02/06/2023 05:34:29 PM,"7500 W FOND DU LAC AV,MKE",4,TRAFFIC STOP,Service in Progress
230371222,02/06/2023 05:34:19 PM,1522 N PROSPECT AV,1,FOLLOW UP,Assignment Completed
230370810,02/06/2023 05:33:22 PM,"433 W ST PAUL AV,MKE",1,ADDL INFO,Advised
230371216,02/06/2023 05:31:49 PM,"2400-BLK W HAMPTON AV,MKE",7,INVESTIGATION,Service in Progress
230371204,02/06/2023 05:31:13 PM,"1801 S MUSKEGO AV,MKE",2,SHOTSPOTTER,Unable to Locate Complainant
230371199,02/06/2023 05:29:14 PM,"1810 S MUSKEGO AV,MKE",2,SHOTSPOTTER,Assignment Completed
230371211,02/06/2023 05:29:12 PM,"112 S 68TH ST,MKE",3,ASSIGNMENT,Assignment Completed
230371209,02/06/2023 05:28:44 PM,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
230371067,02/06/2023 05:28:24 PM,"2301 N LAKE DR,MKE",1,TRBL W/SUBJ,Advised
230371207,02/06/2023 05:27:09 PM,"5100 W VILLARD AV,MKE",4,INVESTIGATION,Service in Progress
230371201,02/06/2023 05:25:29 PM,"1745 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371200,02/06/2023 05:25:24 PM,"N 25TH ST / W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
230371162,02/06/2023 05:24:26 PM,"N VAN BUREN ST / E JUNEAU AV,MKE",1,ACC PDO,To be Filed
230371196,02/06/2023 05:23:59 PM,"N 20TH ST / W KEEFE AV,MKE",5,ROBBERY ARMED,Service in Progress
230371195,02/06/2023 05:23:45 PM,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
230371190,02/06/2023 05:23:24 PM,"437 S 71ST ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
230371193,02/06/2023 05:22:50 PM,1750 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371193,02/06/2023 05:22:50 PM,1750 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371191,02/06/2023 05:22:49 PM,"1910 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371136,02/06/2023 05:22:40 PM,"740 E LINUS ST,MKE",6,PROPERTY DAMAGE,Service in Progress
230371189,02/06/2023 05:22:22 PM,"N 56TH ST / W CLARKE ST,MKE",3,TRAFFIC STOP,Service in Progress
230371187,02/06/2023 05:22:03 PM,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
230371176,02/06/2023 05:21:00 PM,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Service in Progress
230371097,02/06/2023 05:19:41 PM,"7325 W OKLAHOMA AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant
230371178,02/06/2023 05:18:51 PM,"4142 W LISBON AV,MKE",3,BATTERY,Advised/Referral
230371182,02/06/2023 05:18:31 PM,"1600 W OKLAHOMA AV,MKE",6,ACC PDO,Service in Progress
230371170,02/06/2023 05:15:57 PM,"310 W WISCONSIN AV,MKE",1,THEFT VEHICLE,Service in Progress
230370754,02/06/2023 05:14:53 PM,"2350 N LAKE DR,MKE",1,BATTERY,To be Filed
230371183,02/06/2023 05:14:49 PM,"245 W LINCOLN AV,MKE",2,INVESTIGATION,Service in Progress
230371181,02/06/2023 05:13:54 PM,"1810 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371180,02/06/2023 05:12:57 PM,"1123 N VAN BUREN ST,MKE",1,SPECIAL ASSIGN,Service in Progress
230371179,02/06/2023 05:12:42 PM,"1659 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371168,02/06/2023 05:10:54 PM,"4474 N 21ST ST,MKE",5,INJ PERSON/SICK,Service in Progress
230371177,02/06/2023 05:10:18 PM,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
230371175,02/06/2023 05:06:45 PM,"1969 W KEEFE AV,MKE",5,SHOTSPOTTER,To be Filed
230371174,02/06/2023 05:05:42 PM,"1751 W FOREST HOME AV,MKE",2,SHOOTING,Service in Progress
230371172,02/06/2023 05:04:18 PM,"2634 W BURNHAM ST,MKE",2,TRAFFIC STOP,Advised
230371171,02/06/2023 05:04:05 PM,"8278 N 107TH ST,MKE",4,TRAFFIC STOP,Advised
230370978,02/06/2023 05:03:32 PM,"2211 N PROSPECT AV,MKE",1,TRBL W/SUBJ,Advised
230371166,02/06/2023 05:03:11 PM,"5929 N 70TH ST,MKE",4,WELFARE CITIZEN,Advised
230371088,02/06/2023 05:02:03 PM,"1609 E NORTH AV,MKE",1,TRBL W/SUBJ,Advised
230371096,02/06/2023 04:59:22 PM,"2308 W NASH ST,MKE",5,THREAT,Unable to Locate Complainant
230371160,02/06/2023 04:58:53 PM,"6239 N TEUTONIA AV,MKE",4,WELFARE CITIZEN,Service in Progress
230371161,02/06/2023 04:57:22 PM,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
230371131,02/06/2023 04:56:12 PM,"6331 S 13TH ST,MKE",6,TRBL W/SUBJ,Service in Progress
230371122,02/06/2023 04:55:07 PM,"140 S 1ST ST,MKE",1,ENTRY TO AUTO,To be Filed
230371146,02/06/2023 04:54:44 PM,"4970 N 58TH ST,MKE",7,BATTERY DV,Service in Progress
230371157,02/06/2023 04:54:19 PM,"6929 W SILVER SPRING DR,MKE",4,INVESTIGATION,Assignment Completed
230371154,02/06/2023 04:52:52 PM,"4670 N 52ND ST,MKE",7,PROBATION/PAROLE,Open Investigation
230371151,02/06/2023 04:51:46 PM,"N 15TH ST / W CENTER ST,MKE",3,INVESTIGATION,Assignment Completed
230371150,02/06/2023 04:51:32 PM,"N 39TH ST / W VILLARD AV,MKE",7,INVESTIGATION,Assignment Completed
230371148,02/06/2023 04:51:09 PM,"2500 N BARTLETT AV,MKE",1,THEFT,To be Filed
230371115,02/06/2023 04:50:50 PM,"5538 N 40TH ST,MKE",4,CALL FOR POLICE,Advised
230371147,02/06/2023 04:50:47 PM,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Service in Progress
230371143,02/06/2023 04:49:51 PM,"1869 N CAMBRIDGE AV,MKE",1,BATTERY,Advised/Referral
230371123,02/06/2023 04:49:30 PM,"N 35TH ST / W WISCONSIN AV,MKE",3,ACC PDO,To be Filed
230371141,02/06/2023 04:49:30 PM,"3503 N 14TH ST,MKE",5,MEET GOVT AGENCY,Service in Progress
230371144,02/06/2023 04:49:20 PM,"2920 N VEL R PHILLIPS AV,MKE",5,INVESTIGATION,Service in Progress
230371085,02/06/2023 04:49:03 PM,"4436 N 27TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
230371139,02/06/2023 04:48:09 PM,"1663 S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371137,02/06/2023 04:48:03 PM,"3959 N 19TH ST,MKE",5,BATTERY,Unable to Locate Complainant
230371135,02/06/2023 04:46:35 PM,1900 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371135,02/06/2023 04:46:35 PM,1900 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
,,,,,
230371262,02/06/2023 05:54:57 PM,"3006 S 27TH ST,MKE",6,MED RUN,Service in Progress
230371256,02/06/2023 05:54:32 PM,"3901 N 60TH ST,MKE",7,BATTERY,Service in Progress
230371240,02/06/2023 05:54:26 PM,"3355 S 27TH ST,MKE",6,ACC PDO,Service in Progress
230371247,02/06/2023 05:54:26 PM,"3046 W WISCONSIN AV,MKE",3,ENTRY,Service in Progress
230371260,02/06/2023 05:53:53 PM,1900 S LAYTON BL,SPD,PATROL,Assignment Completed
230371260,02/06/2023 05:53:53 PM,1900 S LAYTON BL,SPD,PATROL,Assignment Completed
230371062,02/06/2023 05:49:25 PM,"7700 W BROWN DEER RD,MKE",4,RECK USE OF WEAP,Unable to Locate Complainant
230371253,02/06/2023 05:48:52 PM,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Assignment Completed
230371252,02/06/2023 05:48:47 PM,"W MITCHELL ST / S LAYTON BL,MKE",2,TRAFFIC STOP,City Citation(s) Issued
230371237,02/06/2023 05:48:20 PM,"3063 N 53RD ST,MKE",7,RECK USE OF WEAP,Service in Progress
230371220,02/06/2023 05:46:39 PM,"1392 N 12TH LA,MKE",3,BATTERY,Service in Progress
230371249,02/06/2023 05:46:31 PM,1400 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371249,02/06/2023 05:46:31 PM,1400 N LINCOLN MEMORIAL DR,SPD,PATROL,Assignment Completed
230371248,02/06/2023 05:46:18 PM,"6000 N 60TH ST,MKE",4,PATROL,Assignment Completed
230371246,02/06/2023 05:44:36 PM,"N 39TH ST / W VILLARD AV,MKE",7,INVESTIGATION,Service in Progress
230371244,02/06/2023 05:44:16 PM,"3355 S 27TH ST,MKE",6,FOLLOW UP,Open Investigation
230371243,02/06/2023 05:44:15 PM,"2355 N 35TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress
230371217,02/06/2023 05:44:10 PM,"622 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant
230371140,02/06/2023 05:43:48 PM,"219 N MILWAUKEE ST,MKE",1,ENTRY TO AUTO,Service in Progress
230371226,02/06/2023 05:43:27 PM,"E JUNEAU AV / N JACKSON ST,MKE",1,WELFARE CITIZEN,Advised
230371206,02/06/2023 05:41:37 PM,"W LISBON AV / N 47TH ST,MKE",3,TRAFFIC HAZARD,Service in Progress
230371239,02/06/2023 05:41:33 PM,"3626 W FOND DU LAC AV,MKE",7,PRISONER TRANS,Service in Progress
230371235,02/06/2023 05:39:27 PM,"4175 N 56TH ST,MKE",7,RECOVERED VEH,To be Filed
230371234,02/06/2023 05:39:04 PM,"2920 N VEL R PHILLIPS AV,MKE",5,INVESTIGATION,Service in Progress
230371232,02/06/2023 05:38:30 PM,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
230371231,02/06/2023 05:37:51 PM,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
230371230,02/06/2023 05:37:44 PM,1812 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371230,02/06/2023 05:37:44 PM,1812 S LAYTON BL,SPD,TRAFFIC STOP,City Citation(s) Issued
230371219,02/06/2023 05:36:23 PM,"4441 N 37TH ST,MKE",7,ENTRY,Advised/Referral
230371224,02/06/2023 05:35:15 PM,"245 E HAMPTON AV,MKE",5,BUSINESS CHECK,Assignment Completed
230371218,02/06/2023 05:34:43 PM,"2176 N 36TH ST,MKE",3,SHOOTING,Assignment Completed
230371223,02/06/2023 05:34:29 PM,"7500 W FOND DU LAC AV,MKE",4,TRAFFIC STOP,Advised
230371222,02/06/2023 05:34:19 PM,1522 N PROSPECT AV,1,FOLLOW UP,Assignment Completed
230370810,02/06/2023 05:33:22 PM,"433 W ST PAUL AV,MKE",1,ADDL INFO,Advised
230371216,02/06/2023 05:31:49 PM,"2400-BLK W HAMPTON AV,MKE",7,INVESTIGATION,Service in Progress
